EstablecimientoCodigo,RegionCodigo,ComunaCodigo,ServicioSaludCodigo,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,NumTotal,Causa
119802,8,8110,19,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2024,4,5,1,Influenza (J09-J11)
200130,13,13605,10,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2024,32,5,0,Influenza (J09-J11)
200127,13,13603,10,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2022,6,6,3,Neumonía (J12-J18)
116840,7,7101,16,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2023,20,4,630,IRA alta (J00-J06)
117828,16,16103,17,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2019,31,7,31,Bronquitis/Bronquiolitis aguda (J20-J21)
122101,14,14102,22,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2020,41,7,0,Bronquitis/Bronquiolitis aguda (J20-J21)
114807,13,13131,14,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2022,41,7,36,Bronquitis/Bronquiolitis aguda (J20-J21)
128110,8,8201,28,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2023,37,7,40,Bronquitis/Bronquiolitis aguda (J20-J21)
107821,5,5502,7,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,13,7,37,Bronquitis/Bronquiolitis aguda (J20-J21)
106827,5,5602,6,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2015,42,5,0,Influenza (J09-J11)
200123,13,13501,10,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2015,6,4,169,IRA alta (J00-J06)
200929,9,9104,21,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2022,16,8,2,Crisis obstructiva bronquial (J40-J46)
105825,4,4101,5,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2020,19,35,0,"COVID-19, virus identificado (U07.1)"
114807,13,13131,14,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2026,12,6,8,Neumonía (J12-J18)
200143,13,13123,12,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2016,10,9,3,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
106827,5,5602,6,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2019,13,9,160,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
120107,8,8312,20,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2014,16,4,81,IRA alta (J00-J06)
105805,4,4102,5,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2021,46,5,2,Influenza (J09-J11)
116103,7,7302,16,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2024,6,5,0,Influenza (J09-J11)
201003,5,5401,7,Servicio de Urgencia Rural (SUR),Municipal ,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2021,14,35,0,"COVID-19, virus identificado (U07.1)"
200348,2,2201,3,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2025,36,34,0,"COVID-19, virus no identificado (U07.2)"
200179,8,8301,20,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2020,53,4,2,IRA alta (J00-J06)
114806,13,13111,14,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2021,39,4,55,IRA alta (J00-J06)
200106,5,5601,6,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2015,10,8,11,Crisis obstructiva bronquial (J40-J46)
200179,8,8301,20,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2024,24,8,7,Crisis obstructiva bronquial (J40-J46)
114806,13,13111,14,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,10,8,13,Crisis obstructiva bronquial (J40-J46)
115805,6,6108,15,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2024,29,5,1,Influenza (J09-J11)
200159,9,9101,21,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2018,11,6,1,Neumonía (J12-J18)
125104,11,11202,25,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2021,49,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
107105,5,5401,7,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2023,10,9,2,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
115114,6,6203,15,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2024,35,9,73,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
112100,13,13123,12,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2022,4,7,1,Bronquitis/Bronquiolitis aguda (J20-J21)
200124,13,13124,10,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2018,17,6,4,Neumonía (J12-J18)
200760,7,7304,16,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2023,7,6,1,Neumonía (J12-J18)
200855,6,6302,15,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2018,41,9,11,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
113190,13,13401,13,Hospital,Delegados ,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2025,29,4,3,IRA alta (J00-J06)
200750,10,10306,23,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2024,31,34,0,"COVID-19, virus no identificado (U07.2)"
115114,6,6203,15,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2015,20,7,6,Bronquitis/Bronquiolitis aguda (J20-J21)
111806,13,13106,11,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2021,10,7,1,Bronquitis/Bronquiolitis aguda (J20-J21)
200733,10,10203,33,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2017,3,5,0,Influenza (J09-J11)
200095,15,15101,1,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2023,24,5,0,Influenza (J09-J11)
102800,1,1101,2,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2021,32,35,0,"COVID-19, virus identificado (U07.1)"
123800,10,10301,23,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2022,18,35,0,"COVID-19, virus identificado (U07.1)"
200978,8,8314,20,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2026,5,35,0,"COVID-19, virus identificado (U07.1)"
200830,16,16108,17,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2022,11,34,0,"COVID-19, virus no identificado (U07.2)"
105101,4,4102,5,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2024,3,34,0,"COVID-19, virus no identificado (U07.2)"
122105,14,14204,22,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2019,38,4,110,IRA alta (J00-J06)
110860,13,13128,10,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2021,18,4,49,IRA alta (J00-J06)
114105,13,13110,14,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2024,23,5,33,Influenza (J09-J11)
200758,7,7301,16,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2020,33,6,0,Neumonía (J12-J18)
200767,7,7101,16,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2022,15,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
126801,12,12101,26,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2014,32,4,148,IRA alta (J00-J06)
200839,16,16108,17,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2024,4,34,0,"COVID-19, virus no identificado (U07.2)"
114817,13,13112,14,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2019,21,4,464,IRA alta (J00-J06)
200732,10,10209,33,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2025,37,4,42,IRA alta (J00-J06)
110867,13,13604,10,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2014,48,8,3,Crisis obstructiva bronquial (J40-J46)
115113,6,6304,15,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2024,13,8,2,Crisis obstructiva bronquial (J40-J46)
122200,14,14106,22,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2024,20,8,13,Crisis obstructiva bronquial (J40-J46)
118826,8,8105,18,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,6,8,5,Crisis obstructiva bronquial (J40-J46)
114101,13,13201,14,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2016,37,7,125,Bronquitis/Bronquiolitis aguda (J20-J21)
115850,6,6101,15,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Servicio de Salud,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2014,34,5,0,Influenza (J09-J11)
133150,10,10201,33,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2015,16,5,0,Influenza (J09-J11)
200736,10,10202,33,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2019,50,5,0,Influenza (J09-J11)
129100,9,9201,29,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2016,52,6,12,Neumonía (J12-J18)
