region,anio,semana,humedad_relativa_promedio_porcentaje
Arica y Parinacota,2017,29,80.29
Arica y Parinacota,2017,30,80.57
Arica y Parinacota,2017,31,79.0
Arica y Parinacota,2017,32,73.71
Arica y Parinacota,2017,33,75.14
Arica y Parinacota,2017,34,75.29
Arica y Parinacota,2017,35,75.57
Arica y Parinacota,2017,36,73.57
Arica y Parinacota,2017,37,73.43
Arica y Parinacota,2017,38,75.57
Arica y Parinacota,2017,39,78.71
Arica y Parinacota,2017,40,73.14
Arica y Parinacota,2017,41,73.0
Arica y Parinacota,2017,42,74.57
Arica y Parinacota,2017,43,71.29
Arica y Parinacota,2017,44,73.14
Arica y Parinacota,2017,45,71.57
Arica y Parinacota,2017,46,69.71
Arica y Parinacota,2017,47,68.43
Arica y Parinacota,2017,48,67.29
Arica y Parinacota,2017,49,70.43
Arica y Parinacota,2017,50,66.14
Arica y Parinacota,2017,51,71.14
Arica y Parinacota,2017,52,64.29
Arica y Parinacota,2018,1,63.57
Arica y Parinacota,2018,2,63.0
Arica y Parinacota,2018,3,62.43
Arica y Parinacota,2018,4,68.43
Arica y Parinacota,2018,5,63.0
Arica y Parinacota,2018,6,64.0
Arica y Parinacota,2018,7,66.0
Arica y Parinacota,2018,8,60.71
Arica y Parinacota,2018,9,62.14
Arica y Parinacota,2018,10,60.29
Arica y Parinacota,2018,11,65.71
Arica y Parinacota,2018,12,67.57
Arica y Parinacota,2018,13,70.43
Arica y Parinacota,2018,14,70.43
Arica y Parinacota,2018,15,69.0
Arica y Parinacota,2018,16,70.0
Arica y Parinacota,2018,17,72.43
Arica y Parinacota,2018,18,71.14
Arica y Parinacota,2018,19,73.71
Arica y Parinacota,2018,20,75.29
Arica y Parinacota,2018,21,79.14
Arica y Parinacota,2018,22,77.0
Arica y Parinacota,2018,23,81.86
Arica y Parinacota,2018,24,80.57
Arica y Parinacota,2018,25,80.71
Arica y Parinacota,2018,26,76.14
Arica y Parinacota,2018,27,83.86
Arica y Parinacota,2018,28,80.43
Arica y Parinacota,2018,29,83.86
Arica y Parinacota,2018,30,85.29
Arica y Parinacota,2018,31,76.14
Arica y Parinacota,2018,32,83.29
Arica y Parinacota,2018,33,77.14
Arica y Parinacota,2018,34,78.0
Arica y Parinacota,2018,35,79.14
Arica y Parinacota,2018,36,77.71
Arica y Parinacota,2018,37,72.0
Arica y Parinacota,2018,38,73.71
Arica y Parinacota,2018,39,75.0
Arica y Parinacota,2018,40,72.86
Arica y Parinacota,2018,41,71.0
Arica y Parinacota,2018,42,68.43
Arica y Parinacota,2018,43,68.14
Arica y Parinacota,2018,44,68.43
Arica y Parinacota,2018,45,68.43
Arica y Parinacota,2018,46,66.43
Arica y Parinacota,2018,47,65.71
Arica y Parinacota,2018,48,65.14
Arica y Parinacota,2018,49,65.71
Arica y Parinacota,2018,50,63.14
Arica y Parinacota,2018,51,66.0
Arica y Parinacota,2018,52,65.43
Arica y Parinacota,2019,1,67.29
Arica y Parinacota,2019,2,69.14
Arica y Parinacota,2019,3,65.57
Arica y Parinacota,2019,4,67.29
Arica y Parinacota,2019,5,70.14
Arica y Parinacota,2019,6,72.57
Arica y Parinacota,2019,7,69.57
Arica y Parinacota,2019,8,66.0
Arica y Parinacota,2019,9,66.43
Arica y Parinacota,2019,10,67.29
Arica y Parinacota,2019,11,68.86
Arica y Parinacota,2019,12,62.71
Arica y Parinacota,2019,13,66.0
Arica y Parinacota,2019,14,67.57
Arica y Parinacota,2019,15,68.86
Arica y Parinacota,2019,16,71.43
Arica y Parinacota,2019,17,73.86
Arica y Parinacota,2019,18,71.71
Arica y Parinacota,2019,19,73.57
Arica y Parinacota,2019,20,77.57
Arica y Parinacota,2019,21,75.14
Arica y Parinacota,2019,22,77.14
Arica y Parinacota,2019,23,73.43
Arica y Parinacota,2019,24,78.71
Arica y Parinacota,2019,25,79.86
Arica y Parinacota,2019,26,76.14
Arica y Parinacota,2019,27,82.0
Arica y Parinacota,2019,28,79.71
Arica y Parinacota,2019,29,80.0
Arica y Parinacota,2019,30,78.57
Arica y Parinacota,2019,31,78.43
Arica y Parinacota,2019,32,79.86
Arica y Parinacota,2019,33,80.71
Arica y Parinacota,2019,34,79.14
Arica y Parinacota,2019,35,77.71
Arica y Parinacota,2019,36,78.71
Arica y Parinacota,2019,37,76.86
Arica y Parinacota,2019,38,75.57
Arica y Parinacota,2019,39,77.29
Arica y Parinacota,2019,40,75.86
Arica y Parinacota,2019,41,76.0
Arica y Parinacota,2019,42,74.43
Arica y Parinacota,2019,43,73.86
Arica y Parinacota,2019,44,69.0
Arica y Parinacota,2019,45,73.0
Arica y Parinacota,2019,46,70.86
Arica y Parinacota,2019,47,69.57
Arica y Parinacota,2019,48,69.0
Arica y Parinacota,2019,49,70.0
Arica y Parinacota,2019,50,68.57
Arica y Parinacota,2019,51,70.14
Arica y Parinacota,2019,52,68.0
Arica y Parinacota,2020,1,67.29
Arica y Parinacota,2020,2,69.14
Arica y Parinacota,2020,3,66.57
Arica y Parinacota,2020,4,73.86
Arica y Parinacota,2020,5,67.29
Arica y Parinacota,2020,6,63.14
Arica y Parinacota,2020,7,65.57
Arica y Parinacota,2020,8,69.57
Arica y Parinacota,2020,9,67.57
Arica y Parinacota,2020,10,67.0
Arica y Parinacota,2020,11,71.43
Arica y Parinacota,2020,12,71.14
Arica y Parinacota,2020,13,69.43
Arica y Parinacota,2020,14,68.86
Arica y Parinacota,2020,15,74.14
Arica y Parinacota,2020,16,73.14
Arica y Parinacota,2020,17,72.43
Arica y Parinacota,2020,18,73.57
Arica y Parinacota,2020,19,78.43
Arica y Parinacota,2020,20,79.0
Arica y Parinacota,2020,21,79.43
Arica y Parinacota,2020,22,79.14
Arica y Parinacota,2020,23,76.86
Arica y Parinacota,2020,24,77.29
Arica y Parinacota,2020,25,76.71
Arica y Parinacota,2020,26,77.29
Arica y Parinacota,2020,27,78.14
Arica y Parinacota,2020,28,75.86
Arica y Parinacota,2020,29,84.71
Arica y Parinacota,2020,30,76.0
Arica y Parinacota,2020,31,79.0
Arica y Parinacota,2020,32,77.43
Arica y Parinacota,2020,33,74.86
Arica y Parinacota,2020,34,74.71
Arica y Parinacota,2020,35,74.43
Arica y Parinacota,2020,36,74.71
Arica y Parinacota,2020,37,74.86
Arica y Parinacota,2020,38,76.86
Arica y Parinacota,2020,39,75.86
Arica y Parinacota,2020,40,74.86
Arica y Parinacota,2020,41,75.0
Arica y Parinacota,2020,42,75.57
Arica y Parinacota,2020,43,71.29
Arica y Parinacota,2020,44,72.86
Arica y Parinacota,2020,45,70.14
Arica y Parinacota,2020,46,69.14
Arica y Parinacota,2020,47,70.71
Arica y Parinacota,2020,48,70.71
Arica y Parinacota,2020,49,70.14
Arica y Parinacota,2020,50,68.71
Arica y Parinacota,2020,51,70.71
Arica y Parinacota,2020,52,67.86
Arica y Parinacota,2020,53,70.43
Arica y Parinacota,2021,1,68.14
Arica y Parinacota,2021,2,66.0
Arica y Parinacota,2021,3,66.57
Arica y Parinacota,2021,4,71.14
Arica y Parinacota,2021,5,65.57
Arica y Parinacota,2021,6,63.0
Arica y Parinacota,2021,7,71.57
Arica y Parinacota,2021,8,63.57
Arica y Parinacota,2021,9,67.0
Arica y Parinacota,2021,10,67.43
Arica y Parinacota,2021,11,68.29
Arica y Parinacota,2021,12,67.0
Arica y Parinacota,2021,13,72.29
Arica y Parinacota,2021,14,73.29
Arica y Parinacota,2021,15,72.71
Arica y Parinacota,2021,16,73.0
Arica y Parinacota,2021,17,75.86
Arica y Parinacota,2021,18,76.0
Arica y Parinacota,2021,19,79.14
Arica y Parinacota,2021,20,77.86
Arica y Parinacota,2021,21,78.71
Arica y Parinacota,2021,22,81.71
Arica y Parinacota,2021,23,79.29
Arica y Parinacota,2021,24,81.57
Arica y Parinacota,2021,25,76.29
Arica y Parinacota,2021,26,80.43
Arica y Parinacota,2021,27,79.29
Arica y Parinacota,2021,28,79.71
Arica y Parinacota,2021,29,83.57
Arica y Parinacota,2021,30,81.14
Arica y Parinacota,2021,31,85.29
Arica y Parinacota,2021,32,76.86
Arica y Parinacota,2021,33,77.14
Arica y Parinacota,2021,34,76.71
Arica y Parinacota,2021,35,80.0
Arica y Parinacota,2021,36,76.86
Arica y Parinacota,2021,37,74.71
Arica y Parinacota,2021,38,74.43
Arica y Parinacota,2021,39,75.57
Arica y Parinacota,2021,40,74.57
Arica y Parinacota,2021,41,71.86
Arica y Parinacota,2021,42,74.29
Arica y Parinacota,2021,43,76.29
Arica y Parinacota,2021,44,75.0
Arica y Parinacota,2021,45,69.14
Arica y Parinacota,2021,46,67.57
Arica y Parinacota,2021,47,69.43
Arica y Parinacota,2021,48,69.29
Arica y Parinacota,2021,49,69.43
Arica y Parinacota,2021,50,69.57
Arica y Parinacota,2021,51,73.29
Arica y Parinacota,2021,52,66.29
Arica y Parinacota,2022,1,68.57
Arica y Parinacota,2022,2,67.57
Arica y Parinacota,2022,3,68.29
Arica y Parinacota,2022,4,66.71
Arica y Parinacota,2022,5,67.43
Arica y Parinacota,2022,6,66.57
Arica y Parinacota,2022,7,68.29
Arica y Parinacota,2022,8,66.14
Arica y Parinacota,2022,9,66.57
Arica y Parinacota,2022,10,70.0
Arica y Parinacota,2022,11,75.86
Arica y Parinacota,2022,12,71.43
Arica y Parinacota,2022,13,71.0
Arica y Parinacota,2022,14,73.43
Arica y Parinacota,2022,15,71.0
Arica y Parinacota,2022,16,76.14
Arica y Parinacota,2022,17,75.71
Arica y Parinacota,2022,18,75.43
Arica y Parinacota,2022,19,78.57
Arica y Parinacota,2022,20,81.86
Arica y Parinacota,2022,21,78.29
Arica y Parinacota,2022,22,77.29
Arica y Parinacota,2022,23,79.29
Arica y Parinacota,2022,24,75.0
Arica y Parinacota,2022,25,79.71
Arica y Parinacota,2022,26,78.0
Arica y Parinacota,2022,27,79.14
Arica y Parinacota,2022,28,72.57
Arica y Parinacota,2022,29,82.86
Arica y Parinacota,2022,30,83.29
Arica y Parinacota,2022,31,76.57
Arica y Parinacota,2022,32,76.71
Arica y Parinacota,2022,33,75.43
Arica y Parinacota,2022,34,82.71
Arica y Parinacota,2022,35,78.14
Arica y Parinacota,2022,36,73.29
Arica y Parinacota,2022,37,71.43
Arica y Parinacota,2022,38,69.14
Arica y Parinacota,2022,39,73.0
Arica y Parinacota,2022,40,71.14
Arica y Parinacota,2022,41,70.29
Arica y Parinacota,2022,42,73.57
Arica y Parinacota,2022,43,70.43
Arica y Parinacota,2022,44,75.0
Arica y Parinacota,2022,45,73.71
Arica y Parinacota,2022,46,67.86
Arica y Parinacota,2022,47,72.71
Arica y Parinacota,2022,48,69.0
Arica y Parinacota,2022,49,69.14
Arica y Parinacota,2022,50,68.43
Arica y Parinacota,2022,51,70.86
Arica y Parinacota,2022,52,67.29
Arica y Parinacota,2023,1,68.86
Arica y Parinacota,2023,2,66.0
Arica y Parinacota,2023,3,64.71
Arica y Parinacota,2023,4,68.86
Arica y Parinacota,2023,5,70.14
Arica y Parinacota,2023,6,68.0
Arica y Parinacota,2023,7,68.14
Arica y Parinacota,2023,8,66.29
Arica y Parinacota,2023,9,65.29
Arica y Parinacota,2023,10,64.29
Arica y Parinacota,2023,11,66.43
Arica y Parinacota,2023,12,68.86
Arica y Parinacota,2023,13,70.14
Arica y Parinacota,2023,14,72.57
Arica y Parinacota,2023,15,71.29
Arica y Parinacota,2023,16,70.29
Arica y Parinacota,2023,17,74.57
Arica y Parinacota,2023,18,74.71
Arica y Parinacota,2023,19,79.0
Arica y Parinacota,2023,20,76.57
Arica y Parinacota,2023,21,78.29
Arica y Parinacota,2023,22,76.86
Arica y Parinacota,2023,23,76.14
Arica y Parinacota,2023,24,79.57
Arica y Parinacota,2023,25,80.71
Arica y Parinacota,2023,26,76.71
Arica y Parinacota,2023,27,75.86
Arica y Parinacota,2023,28,77.29
Arica y Parinacota,2023,29,79.43
Arica y Parinacota,2023,30,77.86
Arica y Parinacota,2023,31,81.29
Arica y Parinacota,2023,32,76.0
Arica y Parinacota,2023,33,77.14
Arica y Parinacota,2023,34,74.29
Arica y Parinacota,2023,35,73.29
Arica y Parinacota,2023,36,75.29
Arica y Parinacota,2023,37,73.71
Arica y Parinacota,2023,38,75.29
Arica y Parinacota,2023,39,72.43
Arica y Parinacota,2023,40,71.29
Arica y Parinacota,2023,41,75.86
Arica y Parinacota,2023,42,74.0
Arica y Parinacota,2023,43,70.71
Arica y Parinacota,2023,44,73.0
Arica y Parinacota,2023,45,70.86
Arica y Parinacota,2023,46,68.86
Arica y Parinacota,2023,47,71.29
Arica y Parinacota,2023,48,71.0
Arica y Parinacota,2023,49,68.86
Arica y Parinacota,2023,50,68.86
Arica y Parinacota,2023,51,68.14
Arica y Parinacota,2023,52,67.14
Arica y Parinacota,2024,1,68.57
Arica y Parinacota,2024,2,68.29
Arica y Parinacota,2024,3,70.14
Arica y Parinacota,2024,4,70.43
Arica y Parinacota,2024,5,67.71
Arica y Parinacota,2024,6,71.0
Arica y Parinacota,2024,7,69.0
Arica y Parinacota,2024,8,70.43
Arica y Parinacota,2024,9,70.29
Arica y Parinacota,2024,10,69.29
Arica y Parinacota,2024,11,69.14
Arica y Parinacota,2024,12,72.57
Arica y Parinacota,2024,13,72.57
Arica y Parinacota,2024,14,71.57
Arica y Parinacota,2024,15,73.29
Arica y Parinacota,2024,16,73.86
Arica y Parinacota,2024,17,74.0
Arica y Parinacota,2024,18,73.57
Arica y Parinacota,2024,19,76.71
Arica y Parinacota,2024,20,76.86
Arica y Parinacota,2024,21,79.0
Arica y Parinacota,2024,22,85.14
Arica y Parinacota,2024,23,80.0
Arica y Parinacota,2024,24,84.57
Arica y Parinacota,2024,25,78.57
Arica y Parinacota,2024,26,82.71
Arica y Parinacota,2024,27,82.57
Arica y Parinacota,2024,28,75.86
Arica y Parinacota,2024,29,75.86
Arica y Parinacota,2024,30,83.29
Arica y Parinacota,2024,31,80.71
Arica y Parinacota,2024,32,78.57
Arica y Parinacota,2024,33,82.57
Arica y Parinacota,2024,34,77.14
Arica y Parinacota,2024,35,74.43
Arica y Parinacota,2024,36,77.0
Arica y Parinacota,2024,37,76.57
Arica y Parinacota,2024,38,76.43
Arica y Parinacota,2024,39,75.43
Arica y Parinacota,2024,40,76.57
Arica y Parinacota,2024,41,73.57
Arica y Parinacota,2024,42,73.57
Arica y Parinacota,2024,43,72.71
Arica y Parinacota,2024,44,70.14
Arica y Parinacota,2024,45,70.71
Arica y Parinacota,2024,46,69.57
Arica y Parinacota,2024,47,69.29
Arica y Parinacota,2024,48,68.43
Arica y Parinacota,2024,49,73.86
Arica y Parinacota,2024,50,74.71
Arica y Parinacota,2024,51,75.57
Arica y Parinacota,2024,52,72.57
Arica y Parinacota,2025,1,69.43
Arica y Parinacota,2025,2,69.29
Arica y Parinacota,2025,3,72.71
Arica y Parinacota,2025,4,66.57
Arica y Parinacota,2025,5,65.71
Arica y Parinacota,2025,6,66.14
Arica y Parinacota,2025,7,67.29
Arica y Parinacota,2025,8,67.0
Arica y Parinacota,2025,9,67.57
Arica y Parinacota,2025,10,67.14
Arica y Parinacota,2025,11,70.57
Arica y Parinacota,2025,12,68.29
Arica y Parinacota,2025,13,71.14
Arica y Parinacota,2025,14,71.14
Arica y Parinacota,2025,15,74.29
Arica y Parinacota,2025,16,74.86
Arica y Parinacota,2025,17,76.14
Arica y Parinacota,2025,18,76.14
Arica y Parinacota,2025,19,77.71
Arica y Parinacota,2025,20,80.29
Arica y Parinacota,2025,21,80.0
Arica y Parinacota,2025,22,79.57
Arica y Parinacota,2025,23,83.71
Arica y Parinacota,2025,24,77.71
Arica y Parinacota,2025,25,77.71
Arica y Parinacota,2025,26,77.0
Arica y Parinacota,2025,27,81.0
Arica y Parinacota,2025,28,80.0
Arica y Parinacota,2025,29,81.43
Arica y Parinacota,2025,30,84.29
Arica y Parinacota,2025,31,84.71
Arica y Parinacota,2025,32,80.57
Arica y Parinacota,2025,33,75.57
Arica y Parinacota,2025,34,73.43
Arica y Parinacota,2025,35,73.0
Arica y Parinacota,2025,36,75.29
Arica y Parinacota,2025,37,77.14
Arica y Parinacota,2025,38,78.14
Arica y Parinacota,2025,39,75.43
Arica y Parinacota,2025,40,74.43
Arica y Parinacota,2025,41,73.57
Arica y Parinacota,2025,42,73.86
Arica y Parinacota,2025,43,70.43
Arica y Parinacota,2025,44,72.86
Arica y Parinacota,2025,45,72.0
Arica y Parinacota,2025,46,70.71
Arica y Parinacota,2025,47,69.86
Arica y Parinacota,2025,48,71.14
Arica y Parinacota,2025,49,69.0
Arica y Parinacota,2025,50,67.71
Arica y Parinacota,2025,51,64.29
Arica y Parinacota,2025,52,64.29
Arica y Parinacota,2026,1,66.29
Arica y Parinacota,2026,2,65.29
Arica y Parinacota,2026,3,66.0
Arica y Parinacota,2026,4,67.86
Arica y Parinacota,2026,5,65.29
Arica y Parinacota,2026,6,62.29
Arica y Parinacota,2026,7,65.0
Arica y Parinacota,2026,8,69.71
Arica y Parinacota,2026,9,66.0
Arica y Parinacota,2026,10,62.14
Arica y Parinacota,2026,11,65.71
Arica y Parinacota,2026,12,65.29
Arica y Parinacota,2026,13,64.57
Arica y Parinacota,2026,14,67.0
Arica y Parinacota,2026,15,72.14
Arica y Parinacota,2026,16,70.86
Arica y Parinacota,2026,17,72.43
Arica y Parinacota,2026,18,73.57
Arica y Parinacota,2026,19,76.0
Arica y Parinacota,2026,20,79.86
Arica y Parinacota,2026,21,76.0
Arica y Parinacota,2026,22,82.43
Arica y Parinacota,2026,23,82.71
Arica y Parinacota,2026,24,79.71
Arica y Parinacota,2026,25,82.67
Atacama,2014,1,50.6
Atacama,2014,2,56.14
Atacama,2014,3,57.71
Atacama,2014,4,56.43
Atacama,2014,5,56.86
Atacama,2014,6,48.29
Atacama,2014,7,51.0
Atacama,2014,8,53.14
Atacama,2014,9,49.86
Atacama,2014,10,48.57
Atacama,2014,11,48.14
Atacama,2014,12,50.14
Atacama,2014,13,51.14
Atacama,2014,14,47.86
Atacama,2014,15,46.57
Atacama,2014,16,46.29
Atacama,2014,17,53.43
Atacama,2014,18,48.14
Atacama,2014,19,50.29
Atacama,2014,20,37.43
Atacama,2014,21,63.86
Atacama,2014,22,70.0
Atacama,2014,23,69.57
Atacama,2014,24,43.0
Atacama,2014,25,37.0
Atacama,2014,26,44.43
Atacama,2014,27,45.57
Atacama,2014,28,29.43
Atacama,2014,29,28.43
Atacama,2014,30,44.14
Atacama,2014,31,29.29
Atacama,2014,32,41.0
Atacama,2014,33,29.29
Atacama,2014,34,54.0
Atacama,2014,35,34.14
Atacama,2014,36,42.57
Atacama,2014,37,52.14
Atacama,2014,38,61.43
Atacama,2014,39,47.43
Atacama,2014,40,46.71
Atacama,2014,41,51.86
Atacama,2014,42,45.0
Atacama,2014,43,48.14
Atacama,2014,44,46.71
Atacama,2014,45,36.0
Atacama,2014,46,48.71
Atacama,2014,47,47.71
Atacama,2014,48,43.71
Atacama,2014,49,44.43
Atacama,2014,50,53.14
Atacama,2014,51,51.29
Atacama,2014,52,40.0
Atacama,2015,1,48.71
Atacama,2015,2,45.57
Atacama,2015,3,55.29
Atacama,2015,4,57.57
Atacama,2015,5,53.43
Atacama,2015,6,56.43
Atacama,2015,7,55.0
Atacama,2015,8,56.29
Atacama,2015,9,57.57
Atacama,2015,10,58.14
Atacama,2015,11,53.14
Atacama,2015,12,61.29
Atacama,2015,13,79.86
Atacama,2015,14,82.43
Atacama,2015,15,69.57
Atacama,2015,16,54.71
Atacama,2015,17,50.57
Atacama,2015,18,51.14
Atacama,2015,19,40.86
Atacama,2015,20,39.86
Atacama,2015,21,41.0
Atacama,2015,22,41.57
Atacama,2015,23,25.86
Atacama,2015,24,27.57
Atacama,2015,25,21.86
Atacama,2015,26,27.29
Atacama,2015,27,26.57
Atacama,2015,28,35.29
Atacama,2015,29,64.29
Atacama,2015,30,52.29
Atacama,2015,31,38.57
Atacama,2015,32,49.29
Atacama,2015,33,73.57
Atacama,2015,34,46.57
Atacama,2015,35,34.14
Atacama,2015,36,53.57
Atacama,2015,37,37.0
Atacama,2015,38,30.57
Atacama,2015,39,46.43
Atacama,2015,40,39.86
Atacama,2015,41,45.86
Atacama,2015,42,44.0
Atacama,2015,43,53.14
Atacama,2015,44,48.43
Atacama,2015,45,49.57
Atacama,2015,46,44.71
Atacama,2015,47,40.29
Atacama,2015,48,39.0
Atacama,2015,49,42.57
Atacama,2015,50,47.57
Atacama,2015,51,44.14
Atacama,2015,52,38.71
Atacama,2015,53,45.86
Atacama,2016,1,44.57
Atacama,2016,2,52.43
Atacama,2016,3,56.0
Atacama,2016,4,52.86
Atacama,2016,5,52.43
Atacama,2016,6,54.71
Atacama,2016,7,54.0
Atacama,2016,8,54.57
Atacama,2016,9,47.14
Atacama,2016,10,53.0
Atacama,2016,11,59.0
Atacama,2016,12,53.29
Atacama,2016,13,56.71
Atacama,2016,14,48.71
Atacama,2016,15,55.86
Atacama,2016,16,62.14
Atacama,2016,17,46.0
Atacama,2016,18,50.86
Atacama,2016,19,54.0
Atacama,2016,20,49.29
Atacama,2016,21,40.0
Atacama,2016,22,54.43
Atacama,2016,23,35.43
Atacama,2016,24,40.86
Atacama,2016,25,48.0
Atacama,2016,26,58.43
Atacama,2016,27,45.43
Atacama,2016,28,43.57
Atacama,2016,29,31.0
Atacama,2016,30,38.0
Atacama,2016,31,35.43
Atacama,2016,32,37.0
Atacama,2016,33,25.71
Atacama,2016,34,43.71
Atacama,2016,35,44.86
Atacama,2016,36,33.14
Atacama,2016,37,44.71
Atacama,2016,38,48.86
Atacama,2016,39,49.43
Atacama,2016,40,45.43
Atacama,2016,41,40.86
Atacama,2016,42,46.57
Atacama,2016,43,44.43
Atacama,2016,44,45.71
Atacama,2016,45,49.57
Atacama,2016,46,47.86
Atacama,2016,47,51.0
Atacama,2016,48,46.43
Atacama,2016,49,55.14
Atacama,2016,50,52.29
Atacama,2016,51,57.43
Atacama,2016,52,54.14
Atacama,2017,1,61.57
Atacama,2017,2,64.43
Atacama,2017,3,63.57
Atacama,2017,4,64.86
Atacama,2017,5,67.14
Atacama,2017,6,62.14
Atacama,2017,7,57.57
Atacama,2017,8,61.29
Atacama,2017,9,65.43
Atacama,2017,10,58.29
Atacama,2017,11,65.29
Atacama,2017,12,68.0
Atacama,2017,13,62.43
Atacama,2017,14,61.86
Atacama,2017,15,56.0
Atacama,2017,16,60.71
Atacama,2017,17,54.0
Atacama,2017,18,69.14
Atacama,2017,19,70.14
Atacama,2017,20,78.29
Atacama,2017,21,77.0
Atacama,2017,22,57.29
Atacama,2017,23,59.29
Atacama,2017,24,60.57
Atacama,2017,25,62.29
Atacama,2017,26,67.86
Atacama,2017,27,56.71
Atacama,2017,28,65.57
Atacama,2017,29,46.71
Atacama,2017,30,60.0
Atacama,2017,31,62.0
Atacama,2017,32,60.29
Atacama,2017,33,52.57
Atacama,2017,34,63.14
Atacama,2017,35,62.29
Atacama,2017,36,56.29
Atacama,2017,37,54.29
Atacama,2017,38,63.57
Atacama,2017,39,58.86
Atacama,2017,40,51.14
Atacama,2017,41,51.86
Atacama,2017,42,55.43
Atacama,2017,43,62.29
Atacama,2017,44,53.29
Atacama,2017,45,59.86
Atacama,2017,46,64.14
Atacama,2017,47,62.0
Atacama,2017,48,61.14
Atacama,2017,49,61.57
Atacama,2017,50,64.14
Atacama,2017,51,62.29
Atacama,2017,52,66.14
Atacama,2018,1,62.57
Atacama,2018,2,66.86
Atacama,2018,3,65.0
Atacama,2018,4,60.0
Atacama,2018,5,66.14
Atacama,2018,6,64.43
Atacama,2018,7,68.71
Atacama,2018,8,66.14
Atacama,2018,9,66.57
Atacama,2018,10,63.14
Atacama,2018,11,61.86
Atacama,2018,12,61.14
Atacama,2018,13,63.86
Atacama,2018,14,65.14
Atacama,2018,15,68.86
Atacama,2018,16,71.86
Atacama,2018,17,65.86
Atacama,2018,18,62.29
Atacama,2018,19,58.71
Atacama,2018,20,59.43
Atacama,2018,21,53.57
Atacama,2018,22,62.43
Atacama,2018,23,37.14
Atacama,2018,24,36.71
Atacama,2018,25,59.86
Atacama,2018,26,64.86
Atacama,2018,27,54.29
Atacama,2018,28,49.0
Atacama,2018,29,60.29
Atacama,2018,30,49.57
Atacama,2018,31,57.71
Atacama,2018,32,49.57
Atacama,2018,33,61.0
Atacama,2018,34,54.86
Atacama,2018,35,64.57
Atacama,2018,36,58.43
Atacama,2018,37,68.0
Atacama,2018,38,50.43
Atacama,2018,39,60.29
Atacama,2018,40,54.43
Atacama,2018,41,55.86
Atacama,2018,42,58.57
Atacama,2018,43,61.71
Atacama,2018,44,64.0
Atacama,2018,45,59.0
Atacama,2018,46,52.0
Atacama,2018,47,66.86
Atacama,2018,48,67.29
Atacama,2018,49,52.57
Atacama,2018,50,56.86
Atacama,2018,51,63.14
Atacama,2018,52,65.43
Atacama,2019,1,61.57
Atacama,2019,2,62.86
Atacama,2019,3,64.14
Atacama,2019,4,63.29
Atacama,2019,5,61.86
Atacama,2019,6,63.14
Atacama,2019,7,60.57
Atacama,2019,8,64.0
Atacama,2019,9,68.43
Atacama,2019,10,67.43
Atacama,2019,11,65.43
Atacama,2019,12,66.57
Atacama,2019,13,70.14
Atacama,2019,14,62.14
Atacama,2019,15,70.0
Atacama,2019,16,67.57
Atacama,2019,17,63.14
Atacama,2019,18,70.71
Atacama,2019,19,67.0
Atacama,2019,20,60.43
Atacama,2019,21,48.86
Atacama,2019,22,55.57
Atacama,2019,23,47.86
Atacama,2019,24,64.43
Atacama,2019,25,36.43
Atacama,2019,26,69.57
Atacama,2019,27,59.43
Atacama,2019,28,60.86
Atacama,2019,29,51.29
Atacama,2019,30,55.57
Atacama,2019,31,32.29
Atacama,2019,32,59.29
Atacama,2019,33,50.71
Atacama,2019,34,52.57
Atacama,2019,35,48.86
Atacama,2019,36,66.0
Atacama,2019,37,62.57
Atacama,2019,38,58.71
Atacama,2019,39,61.57
Atacama,2019,40,59.0
Atacama,2019,41,55.71
Atacama,2019,42,63.43
Atacama,2019,43,58.0
Atacama,2019,44,56.29
Atacama,2019,45,64.29
Atacama,2019,46,63.71
Atacama,2019,47,63.14
Atacama,2019,48,54.57
Atacama,2019,49,59.43
Atacama,2019,50,62.57
Atacama,2019,51,55.29
Atacama,2019,52,57.57
Atacama,2020,1,65.29
Atacama,2020,2,62.14
Atacama,2020,3,62.57
Atacama,2020,4,61.57
Atacama,2020,5,66.29
Atacama,2020,6,65.43
Atacama,2020,7,63.43
Atacama,2020,8,65.57
